------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Work ctr|Type|Group   |GrC|Material    |OpAc|Valid From|Valid to  |Change No.  |Prod.resources/tools  |Descr. of the production resource/tool  |   Quantity|Un.|Item|Cat|Grp1|Grp2|
|05207   |N   |50378031|1  |M166611     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020202 ZOS 000 00 |OMS-M1666611 HOW TO MEASURE             |     1.000 |PC | 510|D  |    |    |
|05207   |N   |50378031|1  |M166611     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006162          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|06713   |N   |50378031|1  |M166611     |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   350.000 |PC |   1|M  |    |    |
|06713   |N   |50378031|1  |M166611     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004083         |DIE,STD BRAKE -SET FLATTENING BLOCKS    |     1.000 |PC | 100|E  |    |    |
|06713   |N   |50378031|1  |M166611     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014862         |Flattening Die for M166111 and M166112  |     1.000 |PC | 110|E  |    |    |
|06713   |N   |50378031|1  |M166611     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01020355 ZMD 000 00 |MDS for M166611 OP0200                  |     1.000 |%  | 500|D  |    |    |
|06713   |N   |50378031|1  |M166611     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01020357 ZOS 000 00 |Flattening op                           |     1.000 |%  | 501|D  |    |    |
|05207   |N   |50378032|1  |M166612     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014243         |DIE, PROG For M166612                   |     1.000 |PC | 100|E  |    |    |
|05207   |N   |50378032|1  |M166612     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019513 ZMD 000 00 |MDS for M166612 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|05207   |N   |50378032|1  |M166612     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020148 ZOS 000 00 |OMS-M1666612 HOW TO MEASURE             |     1.000 |PC | 300|D  |    |    |
|05207   |N   |50378032|1  |M166612     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   350.000 |PC |   1|M  |    |    |
|05207   |N   |50378032|1  |M166612     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006162          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|06713   |N   |50378032|1  |M166612     |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   350.000 |PC |   1|M  |    |    |
|06713   |N   |50378032|1  |M166612     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004083         |DIE,STD BRAKE -SET FLATTENING BLOCKS    |     1.000 |PC | 100|E  |    |    |
|06713   |N   |50378032|1  |M166612     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014862         |Flattening Die for M166111 and M166112  |     1.000 |PC | 110|E  |    |    |
|06713   |N   |50378032|1  |M166612     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01020356 ZMD 000 00 |MDS for M166612 OP0200                  |     1.000 |%  | 500|D  |    |    |
|06713   |N   |50378032|1  |M166612     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01020357 ZOS 000 00 |Flattening op                           |     1.000 |%  | 501|D  |    |    |
|08990   |N   |50378033|1  |M167289     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5013971         |DIE, PROG For M167289                   |     1.000 |PC | 100|E  |    |    |
|08990   |N   |50378033|1  |M167289     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019566 ZMD 000 00 |MDS for M167289 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08990   |N   |50378033|1  |M167289     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020907 ZOS 000 00 |Stacking                                |     1.000 |%  | 520|D  |    |    |
|08990   |N   |50378033|1  |M167289     |0100|12/21/2017|12/31/9999|AL6807MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   150.000 |PC |   1|M  |    |    |
|08990   |N   |50378033|1  |M167289     |0100|12/21/2017|12/31/9999|AL6807MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   150.000 |PC |   3|M  |    |    |
|08990   |N   |50378033|1  |M167289     |0100|04/11/2018|12/31/9999|AM2699MXQUAL|10000114159 ZOS 000 00|OMS-M167289 SURFACE REQUIREMENTS        |     1.000 |PC | 530|D  |    |    |
|08000   |N   |50378034|1  |M166805     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014342         |DIE, PROG For M166805/UC10157           |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50378034|1  |M166805     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019752 ZMD 000 00 |MDS for M166805 /UC10157 0100           |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50378034|1  |M166805     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50378034|1  |M166805     |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 3,000.000 |PC |   3|M  |    |    |
|08000   |N   |50378034|1  |M166805     |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 3,000.000 |PC |   1|M  |    |    |
|06900   |N   |50378036|1  |M166908     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014266         |DIE, COMB'N For M166908,9&10            |     1.000 |PC | 100|E  |    |    |
|06900   |N   |50378036|1  |M166908     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019901 ZMD 000 00 |MDS for M166908 oper 0100               |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378036|1  |M166908     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019902 ZDL 000 00 |DNL for M166908 oper 0100               |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378036|1  |M166908     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|06900   |N   |50378036|1  |M166908     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020203 ZOS 000 00 |Part Placement                          |     1.000 |%  | 500|D  |    |    |
|08635   |N   |50378036|1  |M166908     |0050|02/10/2021|12/31/9999|AS3119MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |   300.000 |PC |   1|M  |    |    |
|06900   |N   |50378037|1  |M166909     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014266         |DIE, COMB'N For M166908,9&10            |     1.000 |PC | 100|E  |    |    |
|06900   |N   |50378037|1  |M166909     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019903 ZMD 000 00 |MDS for M166909 oper 0100               |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378037|1  |M166909     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019904 ZDL 000 00 |DNL for M166909 oper 0100               |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378037|1  |M166909     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|06900   |N   |50378037|1  |M166909     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020203 ZOS 000 00 |Part Placement                          |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378037|1  |M166909     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006035          |PASS THROUGH GAGE                       |     1.000 |PC |3000|E  |    |    |
|08635   |N   |50378037|1  |M166909     |0050|02/10/2021|12/31/9999|AS3119MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |   300.000 |PC |   1|M  |    |    |
|06900   |N   |50378038|1  |M166910     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014266         |DIE, COMB'N For M166908,9&10            |     1.000 |PC | 100|E  |    |    |
|06900   |N   |50378038|1  |M166910     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019905 ZMD 000 00 |MDS for M166910 oper 0100               |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378038|1  |M166910     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019906 ZDL 000 00 |DNL for M166910 oper 0100               |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378038|1  |M166910     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|06900   |N   |50378038|1  |M166910     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020203 ZOS 000 00 |Part Placement                          |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50378038|1  |M166910     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006035          |PASS THROUGH GAGE                       |     1.000 |PC |3000|E  |    |    |
|08635   |N   |50378038|1  |M166910     |0050|02/10/2021|12/31/9999|AS3119MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |   300.000 |PC |   1|M  |    |    |
|04815   |N   |50378039|1  |M167263     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014268         |DIE, PROG For M167263                   |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50378039|1  |M167263     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019532 ZMD 000 00 |MDS for M167263 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|04815   |N   |50378039|1  |M167263     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   700.000 |PC |   1|M  |    |    |
|04815   |N   |50378040|1  |M166606     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014267         |DIE, PROG For M166606                   |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50378040|1  |M166606     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019531 ZMD 000 00 |MDS for M166606 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|04815   |N   |50378040|1  |M166606     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            | 1,000.000 |PC |   1|M  |    |    |
|08975   |N   |50378048|1  |M167330     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   200.000 |PC |   1|M  |    |    |
|08148   |N   |50378048|1  |M167330     |0091|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   200.000 |PC |   1|M  |    |    |
|08975   |N   |50378049|1  |M167331     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|08148   |N   |50378049|1  |M167331     |0091|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|08000   |N   |50378053|1  |M167329     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014269         |DIE, PROG For M167329                   |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50378053|1  |M167329     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019533 ZMD 000 00 |MDS for M167329 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50378053|1  |M167329     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            | 1,800.000 |PC |   1|M  |    |    |
|08632   |N   |50378054|1  |M167462     |0090|04/05/2017|12/31/9999|AK1303MXPROD|IMD15126              |CNTR, HOPPER                            |   500.000 |PC |   1|M  |    |    |
|06713   |N   |50378054|1  |M167462     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01019994 ZMD 000 00 |MDS for M167462                         |     1.000 |%  | 500|D  |    |    |
|06713   |N   |50378054|1  |M167462     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005785          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|06713   |N   |50378054|1  |M167462     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004151         |PCH,STD BRAKE R25MM                     |     1.000 |PC | 100|E  |    |    |
|06713   |N   |50378054|1  |M167462     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004102         |DIE,STD BRAKE                           |     1.000 |PC | 100|E  |    |    |
|06713   |N   |50378054|1  |M167462     |0200|04/05/2017|12/31/9999|AK1303MXPROD|IMD15126              |CNTR, HOPPER                            |   500.000 |PC |   1|M  |    |    |
|06713   |N   |50378054|1  |M167462     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01020297 ZOS 000 00 |OMS M165685 and M167462 GAGE USE        |     1.000 |%  | 510|D  |    |    |
|08631   |N   |50378071|1  |M167162     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |   300.000 |PC |   1|M  |    |    |
|08224   |N   |50378071|1  |M167162     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   150.000 |PC |   1|M  |    |    |
|08224   |N   |50378071|1  |M167162     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020271 ZOS 000 00 |M167162 OP 0100 SET-UP                  |     1.000 |%  | 510|D  |    |    |
|08224   |N   |50378071|1  |M167162     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014717         |Wilson PBrake Punch 612C R3A28H212.8    |     1.000 |PC | 100|E  |    |    |
|08224   |N   |50378071|1  |M167162     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014716         |Wilson PBrake Die 65030012 A30V12W25    |     1.000 |PC | 100|E  |    |    |
|08631   |N   |50378072|1  |M167160     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |   300.000 |PC |   1|M  |    |    |
|09113   |N   |50378072|1  |M167160     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014403         |DIE, FORM For M167160/M167161           |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50378072|1  |M167160     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019917 ZMD 000 00 |MDS for M167160 oper 0100               |     1.000 |%  | 500|D  |    |    |
|09113   |N   |50378072|1  |M167160     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   200.000 |PC |   1|M  |    |    |
|08631   |N   |50378073|1  |M167161     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |   300.000 |PC |   1|M  |    |    |
|09113   |N   |50378073|1  |M167161     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014403         |DIE, FORM For M167160/M167161           |     1.000 |PC | 100|E  |    |    |
|09113   |N   |50378073|1  |M167161     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019918 ZMD 000 00 |MDS for M167161 oper 0100               |     1.000 |%  | 500|D  |    |    |
|09113   |N   |50378073|1  |M167161     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   200.000 |PC |   1|M  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |    40.000 |PC |   1|M  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5007914         |DIE, COMB'N For M167528                 |     1.000 |PC | 100|E  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016397 ZMD 000 00 |MDS for M159080 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15535              |. 18"CALIPER,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3003075          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005787          |TEMPLATE PLASTIC                        |     1.000 |PC |3010|E  |    |    |
|04390   |N   |50378077|1  |M167528     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01021008 ZOS 000 00 |OMS-M167528_Stacking                    |     1.000 |PC | 515|D  |    |    |
|09000   |N   |50378079|1  |M167359     |0100|02/24/2020|12/31/9999|AQ1286MXUCMA|IMD15128              |CNTR, LARGE TUB                         |   800.000 |PC |   1|M  |    |    |
|09000   |N   |50378079|1  |M167359     |0100|02/24/2020|12/31/9999|AQ1286MXUCMA|MX01T-5007995         |9000 DIE, PROG CP For M167359           |     1.000 |   | 100|E  |    |    |
|08635   |N   |50378079|1  |M167359     |0200|02/24/2020|12/31/9999|AQ1286MXUCMA|IMD15128              |CNTR, LARGE TUB                         |   800.000 |PC |   1|M  |    |    |
|09000   |N   |50378079|1  |M167359     |0100|02/25/2020|12/31/9999|AQ3404MXPROD|MX01013909 ZOS 000 00 |OMS-M150994 WATCH FOR BURRS             |     1.000 |%  | 110|D  |    |    |
|09000   |N   |50378079|1  |M167359     |0100|02/25/2020|12/31/9999|AQ3404MXPROD|MX01019696 ZMD 000 00 |MDS for M167359 Oper. 0100              |     1.000 |%  | 120|D  |    |    |
|09000   |N   |50378079|1  |M167359     |0100|02/25/2020|12/31/9999|AQ3357MXQUAL|MXGT-3006389          |TEMPLATE PLASTIC                        |     1.000 |   | 300|E  |    |    |
|08990   |N   |50378080|1  |M167520     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |   150.000 |PC |   1|M  |    |    |
|08990   |N   |50378080|1  |M167520     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5007989         |8990 DIE, PROG For M167520              |     1.000 |PC | 100|E  |    |    |
|08990   |N   |50378080|1  |M167520     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004074          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|08990   |N   |50378080|1  |M167520     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01013262 ZOS 000 00 |OMS-HOW TO USE GAGE 3004074             |     1.000 |PC | 520|D  |    |    |
|08990   |N   |50378080|1  |M167520     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019704 ZMD 000 00 |MDS for M167520 Oper. 0100              |     1.000 |PC | 500|D  |    |    |
|08000   |N   |50378081|1  |M167034     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019706 ZMD 000 00 |MDS for M167034 Oper. 0100              |     1.000 |PC | 500|D  |    |    |
|08000   |N   |50378081|1  |M167034     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50378081|1  |M167034     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3010|M  |    |    |
|08000   |N   |50378081|1  |M167034     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5015500         |DIE, PROG For M167034                   |     1.000 |PC |  10|E  |    |    |
|08000   |N   |50378081|1  |M167034     |0100|08/03/2020|12/31/9999|AR2162MXPROD|IMD15126              |CNTR, HOPPER                            | 1,000.000 |PC |   1|M  |    |    |
|05207   |N   |50378083|1  |M167540     |0100|08/13/2020|12/31/9999|AR2848MXPROD|IMD15126              |CNTR, HOPPER                            |   150.000 |PC |   1|M  |    |    |
|05207   |N   |50378083|1  |M167540     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012987         |DIE, PROG For M161822/M167540           |     1.000 |PC | 100|E  |    |    |
|05207   |N   |50378083|1  |M167540     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005428          |PLUG GAGE DE                            |     1.000 |PC | 300|E  |    |    |
|05207   |N   |50378083|1  |M167540     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019719 ZMD 000 00 |MDS for M167540 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|08990   |N   |50378084|1  |M167369     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |   100.000 |PC |   1|M  |    |    |
|08990   |N   |50378084|1  |M167369     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5013006         |DIE, PROG For M167369                   |     1.000 |PC | 100|E  |    |    |
|08990   |N   |50378084|1  |M167369     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005424          |PLUG GAGE DE                            |     1.000 |PC | 300|E  |    |    |
|08990   |N   |50378084|1  |M167369     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019150 ZOS 000 00 |Stacking                                |     1.000 |%  | 500|D  |    |    |
|08990   |N   |50378084|1  |M167369     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005586          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|08990   |N   |50378084|1  |M167369     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019726 ZMD 000 00 |MDS for M167369 Oper 0100               |     1.000 |%  | 500|D  |    |    |
|05207   |N   |50378085|1  |M167370     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   200.000 |PC |   1|M  |    |    |
|05207   |N   |50378085|1  |M167370     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5013013         |DIE, PROG For M167370                   |     1.000 |PC | 100|E  |    |    |
|05207   |N   |50378085|1  |M167370     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005427          |PLUG GAGE DE                            |     1.000 |PC | 300|E  |    |    |
|05207   |N   |50378085|1  |M167370     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005426          |PLUG GAGE DE                            |     1.000 |PC | 315|E  |    |    |
|05207   |N   |50378085|1  |M167370     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01018063 ZMD 000 00 |MDS for M161443 OPER 0100               |     1.000 |%  | 500|D  |    |    |
|05207   |N   |50378085|1  |M167370     |0100|05/07/2018|12/31/9999|AM4082MXQUAL|MXGT-3005428          |PLUG GAGE DE                            |     1.000 |   | 300|E  |    |    |
|08975   |N   |50378089|1  |M167619     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   250.000 |PC |   1|M  |    |    |
|04035   |N   |50378089|1  |M167619     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5010600         |4035/4390 DIE, FORM U for multiple parts|     1.000 |PC | 100|E  |    |    |
|04035   |N   |50378089|1  |M167619     |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|04035   |N   |50378089|1  |M167619     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01019760 ZMD 000 00 |MDS for M167619 Oper. 0200              |     1.000 |%  | 500|D  |    |    |
|04035   |N   |50378089|1  |M167619     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01019761 ZDL 000 00 |DNL for M167619 Oper. 0200              |     1.000 |%  | 510|D  |    |    |
|04035   |N   |50378089|1  |M167619     |0200|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   300.000 |PC |   3|M  |    |    |
|04035   |N   |50378089|1  |M167619     |0200|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   300.000 |PC |   1|M  |    |    |
|06713   |N   |50378089|1  |M167619     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   250.000 |PC |   1|M  |    |    |
|06713   |N   |50378089|1  |M167619     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|06713   |N   |50378089|1  |M167619     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019759 ZMD 000 00 |MDS for M167619 Oper. 0100              |     1.000 |%  | 500|D  |    |    |
|06713   |N   |50378089|1  |M167619     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019928 ZOS 000 00 |OMS M167619 Set-up                      |     1.000 |%  | 510|D  |    |    |
|08975   |N   |50378090|1  |M167621     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   250.000 |PC |   1|M  |    |    |
|06713   |N   |50378090|1  |M167621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   250.000 |PC |   1|M  |    |    |
|06713   |N   |50378090|1  |M167621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|06713   |N   |50378090|1  |M167621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019919 ZOS 000 00 |OMS M167621 MEASUREMENT INSTRUCTION     |     1.000 |%  | 510|D  |    |    |
|06713   |N   |50378090|1  |M167621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019931 ZOS 000 00 |OMS M167621 Set-up                      |     1.000 |%  | 520|D  |    |    |
|06713   |N   |50378090|1  |M167621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01020291 ZMD 000 00 |MDS for M167621 Op. 0100                |     1.000 |%  | 500|D  |    |    |
|04035   |N   |50378090|1  |M167621     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5010600         |4035/4390 DIE, FORM U for multiple parts|     1.000 |PC | 100|E  |    |    |
|04035   |N   |50378090|1  |M167621     |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|04035   |N   |50378090|1  |M167621     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01019754 ZMD 000 00 |MDS for M167621 Oper. 0200              |     1.000 |%  | 500|D  |    |    |
|04035   |N   |50378090|1  |M167621     |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01019755 ZDL 000 00 |DNL for M167621 Oper. 0200              |     1.000 |%  | 510|D  |    |    |
|04035   |N   |50378090|1  |M167621     |0200|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   300.000 |PC |   1|M  |    |    |
|04035   |N   |50378090|1  |M167621     |0200|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   300.000 |PC |   3|M  |    |    |
|08975   |N   |50378091|1  |M167620     |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   250.000 |PC |   1|M  |    |    |
|06713   |N   |50378091|1  |M167620     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   250.000 |PC |   1|M  |    |    |
